Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
03 - New Single Family Residential,2021-MSS-RES-00533,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/ VB/ R3,OWNER,,115297.85,,271423.69,2999 WOODLAND AVE,SFR-DET,115297.85,156125.84,Single Dwelling Detached,New Construction,1,08 Data Dump,2021-08-01,August,08,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00546,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3,STRAIGHT LINE CONSTRUCTION INC,,145646.0,,345426.83,968 ANGLERS BEND WAY,SFR-DET,145646.0,199780.83000000002,Single Dwelling Detached,New Construction,1,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00548,,BAARR -  Add/Alter/Remodel Residential,,SFR/ADDITION/REMODEL/VB/R-3,OWNER,,26985.6,,70536.96,201 KENSINGTON AVE,,26985.6,43551.36000000001,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
06 - New Miscellaneous,2021-MSS-RES-00551,,BNRDG - New Detached Garage/Carport,,NEW DET GARAGE/ VB/ U,OWNER,,20460.0,,50976.0,5605 LINDA VISTA BLVD,GAR,20460.0,30516.0,"Misc. (Garage, Shed, etc.)",New Construction,0,08 Data Dump,2021-08-01,August,08,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00554,,BNSFR - New Single Family Residence,,NSFR/VB/ R3,BUILT WELL CONSTRUCTION,,152543.6,,359104.24,5541 CATTLE DR,SFR-DET,152543.6,206560.63999999998,Single Dwelling Detached,New Construction,1,08 Data Dump,2021-08-01,August,08,2021,2022
03 - New Single Family Residential,2021-MSS-RES-00579,,BNSFR - New Single Family Residence,ADU,NEW ADU-PRIVATE SHOP/ VB/ R3,OWNER,,41063.1,,98337.17,2997 WOODLAND AVE,ADU,41063.1,57274.07,ADU,New Construction,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00580,,BAARR -  Add/Alter/Remodel Residential,,SFR/Add stairs to existing deck w/ two pier footing with mid span header and new concrete landing/ VB/ R3,KEVIN CARROLL CONSTRUCTION AND REMODELING,9000.0,0.0,,,1220 COLTER CT,,9000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00613,,BAARR -  Add/Alter/Remodel Residential,,"SFR/ Finish a 15'x33' unfinished space in my basement to provide a bedroom and bathroom.  Utilities already roughed into the space.  Will do interior framing, finish plumbing and electrical, insulation, and wall/ceiling finishing.",OWNER,15000.0,0.0,,,3069 TRADING POST PL,SFR-DET,15000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00614,,BAARR -  Add/Alter/Remodel Residential,,"ATTACHED GARAGE/ Converting existing, attached single car garage into an additional bedroom and mudroom. Adding 107 sq ft addition as part of the mudroom.",PETER J BOEHM CARPENTRY,,11337.7,,26690.18,429 LIVINGSTON AVE,,11337.7,15352.48,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00627,,BAARR -  Add/Alter/Remodel Residential,,"SFR/ -Addition to living room and dining room, consisting of moving current west facing aspect out five feet to set-back.  Keeping roofline and gable the same./ Add covered front porch to new addition on west facing aspect./ Add new bathroom under existing additional space in car port/ Reside, reroof, new windows.",MCMAHON CONSTRUCTION,,7168.05,,16874.37,937 PHILIPS ST,,7168.05,9706.32,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00633,,BAARR -  Add/Alter/Remodel Residential,,SFR/rebuilding a 20x12 deck on the second level/VB/ R3,OWNER,5300.0,0.0,,,5109 MAINVIEW DR,,5300.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00641,,BAARR -  Add/Alter/Remodel Residential,,"SFR/Move existing wall 59 x96 non structural, back 30 inches to allow for install of new shower. Will include misc plumbing and electrical BY OTHERS. Sheetrock and paint misc trim. Install of waterproofing and tile/VB/ R3",CJ REMODELING INC,14500.0,0.0,,,2212 GILBERT AVE,,14500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00647,,BRRRS - Reroof or Reside Residential,,SFR/ remove existing shingles and reroof using 30 year architectural grade shingles with peel andd stick underlayment on complete roof  replace fascia and drip edge continuous ridge venting/ INSTALL PER IRC AND LISTING/ :12/ VB/ R3,GREAT SPACES INC,7000.0,0.0,,,2220 NORTH AVE W,,7000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00653,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on eaves / starter course felt / new shingles / ridge vent / ridge cap / 4:12 pitch / VB / R3,A & B ROOFING CO,10450.0,0.0,,,2533 VALLEY VIEW DR,,10450.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00654,,BRRRS - Reroof or Reside Residential,,SFR / remove shingles / install new drip edge ice and water on eaves / starter course 30#felt / new shingles / ridge vent and ridge cap / 9:12 / VB / R3,A & B ROOFING CO,4000.0,0.0,,,114 SOUTHRIDGE DR,,4000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00657,,BRRRS - Reroof or Reside Residential,,SFR / remove shingles / install new drip edge ice and water on eaves / starter course 30#felt / new shingles INSTALL PER IRC AND LISTING/ ridge vent and ridge cap / brown / black rolled roofing on the 2:12 / VB / R3,A & B ROOFING CO,7500.0,0.0,,,828 LONGSTAFF ST,,7500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00659,,BRRRS - Reroof or Reside Residential,,"SFR/ Reside with hardie lap siding, and replace the soffits and fascia./ INSTALL PER IRC AND LISTING/ VB/ R3",CREATUM ROOFING AND REPAIR,26056.0,0.0,,,2320 W VISTA DR,,26056.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00661,,BAARR -  Add/Alter/Remodel Residential,,"SFR/Frame bedroom downstairs, cut two egress windows/And frame window header./VB/R-3",OWNER,5000.0,0.0,,,438 S 05TH ST E,,5000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00668,,BRRRS - Reroof or Reside Residential,,"SFR/ Remove existing roofing to bare decking. Install new edge trim, install new underlayment including ice & water membrane on all eaves, install new limited lifetime architectural shingles, install new ridge vent and cap./ INSTALL PER IRC AND LISTING/ 7:12/ VB/ R3",DERRICK G SMITH ROOFING LLC,9965.0,0.0,,,845 S 05TH ST W,,9965.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00669,,BRRRS - Reroof or Reside Residential,,"SFR/ Remove existing roofing material, install d style drip edge, ice and water on eves, synthetic underlayment, GAF 30 year shingles, remove debris/ INSTALL PER IRC AND LISTING/ 8:12/ VB/ R3",MILLER ROOFING INC,19500.0,0.0,,,14 GREENBRIER DR,,19500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00670,,BRRRS - Reroof or Reside Residential,,DUPLEX/REROOF/Tear off old shingles install new underlayment and new shingles/SINGLE STORY/4:12/VB/R-2,MERIDIAN CONSTRUCTION COMPANY,5000.0,0.0,,,2400 PARK ST,,5000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00671,,BRRRS - Reroof or Reside Residential,,SFR / Tear off old shingles / REPLACE ICE AND WATER SHIELD / install new underlayment /  shingles PER IRC AND LISTING / 4:12 / VB / R3,MERIDIAN CONSTRUCTION COMPANY,7000.0,0.0,,,936 W PINE ST,,7000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00681,,BRRRS - Reroof or Reside Residential,,SFR/ Replace old wood siding with Hardy Board siding./ INSTALL PER IRC AND LISTING/ VB/ R3,OWNER,12000.0,0.0,,,519 WOODWORTH AVE,,12000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00682,,BRRRS - Reroof or Reside Residential,,SFR/ TEAR OFF/ REPLACE ICE AND WATER SHIELD TO PEAK/ MALARKE HIGHLANDER SHINGLES PER IRC AND LISTING/ 3:12/ VB. R3,OWNER,6000.0,0.0,,,3919 PAXSON ST,,6000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00683,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle /
Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield/ INSTALL PER IRC AND LISTING / 4:12 / VB / R3",RHINO ROOFING,11000.0,0.0,,,4111 LINCOLN RD,,11000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00684,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle / 
Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 4:12 / VB / R3",RHINO ROOFING,13000.0,0.0,,,1005 SHERWOOD ST,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00685,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle /
Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield /INSTALL PER IRC AND LISTING / 5:12 / VB / R3",RHINO ROOFING,10000.0,0.0,,,1 VIRGINIA DR,,10000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00688,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing material / Replace with new asphalt shingles / replace sheathing if necessary / Remove debris / REPLACE ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / SHINGLES PER IRC AND LISTING / 5:12 / VB / R3,REVE EXTERIORS LLC,23000.0,0.0,,,2550 LOWER LINCOLN HILLS DR,SFR-DET,23000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00689,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing material / replace with new asphalt shingles / remove and replaced sheathing as necessary / Remove debris /INSTALL PER IRC AND LISTING / 5:12 / VB / R-3,REVE EXTERIORS LLC,18040.0,0.0,,,2418 MCINTOSH LP,,18040.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00691,,BRRRS - Reroof or Reside Residential,,SFR/ 7:12 / 1 arch layer / 1 story sf residential re-roof / R&R / install synthetic underlayment / install 50 yr shingle / ice and water shield  / CRV/ INSTAL PER IRC AND LISTING/ VB/ R3,JARED LANGLEY ENTERPRISES INC,15000.0,0.0,,,3010 FLYNN LN,,15000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00692,,BRRRS - Reroof or Reside Residential,,"SFR/ Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle.
Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield./ INSTALL PER IRC AND LISTING/ 6:12/ VB/ R3",RHINO ROOFING,13000.0,0.0,,,214 GRANDVIEW WAY,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00693,,BAARR -  Add/Alter/Remodel Residential,,"SFR/dig in egress window , install 2x6x51 header 2x8 treated sides and bottom plate. concrete precast well mounted to house, back fill/VB/R-3",HANSEN BUILDERS,5000.0,0.0,,,1525 W CENTRAL AVE,,5000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00695,,BRRRS - Reroof or Reside Residential,,SFR/ TEAR OFF/ REPLACE ICE AND WATER SHIELD/ UNDERLAYMENT/ SHINGLES PER IRC AND LISTING/ 5:12/ VB. R3,JIM GUERRERO ROOFING,7500.0,0.0,,,301 MCLEOD AVE,,7500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00696,,BRRRS - Reroof or Reside Residential,,DETACHED SHED/ TEAR OFF/ REPLACE ICE AND WATER SHIELD/ UNDERLAYMENT/ SHINGLES PER IRC AND LISTING/ 8:12/ VB/ U,JIM GUERRERO ROOFING,2500.0,0.0,,,301 MCLEOD AVE,,2500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00697,,BRRRS - Reroof or Reside Residential,,SFR/ Remove existing roofing material and sheathing if necessary. Replace with new asphalt shingles and sheathing if necessary. Remove debris/ INSTALL PER IRC AND LISTING/12 :12/ VB/ R3,REVE EXTERIORS LLC,19576.0,0.0,,,4605 BRISBANE PL,,19576.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00699,,BAARR -  Add/Alter/Remodel Residential,,SFR/ Install Egress Windows,BBM CONSTRUCTION,5000.0,0.0,,,640 NORTH AVE E,,5000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00700,,BRRRS - Reroof or Reside Residential,,DUPLEX / REROOF TAKING OFF ALL LAYERS OF OLD SHINGLES FROM BOTH SIDE ENTIRE ROOF / ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / APPLYING NEW SHINGLES / INSTALL PER IRC AND LISTING / 4:12 / VB / DUPLEX,KENDALL CONSTRUCTION,8000.0,0.0,,,1024 WHITAKER DR,,8000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00700,,BRRRS - Reroof or Reside Residential,,DUPLEX / REROOF TAKING OFF ALL LAYERS OF OLD SHINGLES FROM BOTH SIDE ENTIRE ROOF / ICE AND WATER SHIELD / SYNTHETIC UNDERLAYMENT / APPLYING NEW SHINGLES / INSTALL PER IRC AND LISTING / 4:12 / VB / DUPLEX,KENDALL CONSTRUCTION,8000.0,0.0,,,1026 WHITAKER DR,,8000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00701,,BRRRS - Reroof or Reside Residential,,"SFR/ Remove existing roofing  material, d style drip edge, ice and water on eves and valleys, synthetic underlayment, 30 year architectural shingles, ridge vent, remove debris/INSTALL PER IRC AND LISTING/ 4:12/ VB/ R3",MILLER ROOFING INC,6000.0,0.0,,,104 PASSAGE CT,,6000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00702,,BRRRS - Reroof or Reside Residential,,SFR/ TEAR OFF/REPLACE ICE AND WATER SHIELD ON ENTIRE ROOF/ SHINGLES PER IRC AND LISTING/ 5:12/ VB/ R3,OPEN COUNTRY BUILDERS LLC,13000.0,0.0,,,6020 LOWER MILLER CREEK RD,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00704,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 50-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield /INSTALL PER IRC AND LISTING / 4:12 / VB / R3",RHINO ROOFING,10000.0,0.0,,,2129 MOUNT AVE,,10000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00705,,BRRRS - Reroof or Reside Residential,,SFR/ TEAR OFF/ REPLACE ICE AND WATER SHIELD/ UNDERLAYMENT/ SHINGLES PER IRC AND LISTING/ 4:12/ VB/ R3,DO RIGHT CONTRACTING AND PAINTING,12000.0,0.0,,,333 S 03RD ST W,,12000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00706,,BAARR -  Add/Alter/Remodel Residential,,SFR/ Adding 2 egress windows to basement/ VB/ R3,OWNER,5100.0,0.0,,,1609 BEL-AIR PL,,5100.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00707,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 40-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield /IRC PER LISTING AND INSTALL / 5:12 / VB / R3",RHINO ROOFING,18000.0,0.0,,,1815 ELISON LN,,18000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00709,,BRRRS - Reroof or Reside Residential,,SFR / Take of old shingles / put new 50 year grandmanors CertainTeed shingles / ice and water / synthetic layment  / INSTALL PER IRC AND LISTING / 10:12 / VB /R3,NEW HORIZONS ROOFING LLC,16500.0,0.0,,,243 MCLEOD AVE,,16500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00710,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 50-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 6:12 / VB / R3",RHINO ROOFING,8345.0,0.0,,,1136 S 04TH ST W,,8345.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00720,,BRRRS - Reroof or Reside Residential,,"SFR/ Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle.
Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield/ INSTALL PER IRC AND LISTING/ 7:12/ VB/ R3",RHINO ROOFING,6500.0,0.0,,,815 HARRISON ST,,6500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00721,,BRRRS - Reroof or Reside Residential,,SFR/ TEAR OFF/ REPLACE ICE AND WATER SHIELD/ TAR FELT AND CAP/ REPLACE SHINGLES PER IRC AND LISTING/ RIDGE VENT/ 6:12/ VB. R3,P R & R,7935.0,0.0,,,4208 23RD AVE,,7935.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00723,,BRRRS - Reroof or Reside Residential,,SFR/ TEAR OFF/ REPLACE ICE AND WATER SHIELD/ SYNTHETIC UNDERLAYMENT/ SHINGLES PER IRC AND LISTING/ 4:12/ VB/ R3,LOMBARDI & JOHNSON INC,4000.0,0.0,,,2317 42ND ST,,4000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00725,,BRRRS - Reroof or Reside Residential,,SFR/ TEAR OFF/ REPLACE ICE AND WATER SHIELD./ UNDERLAYMENT/ SHINGLES PER IRC AND LISTING/ RIDGE VENT AND CAP./ 5:12/ VB/ R3,INDEPENDENT ROOFING LLC,8725.0,0.0,,,1929 CHARLOTT AVE,,8725.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00726,,BRRRS - Reroof or Reside Residential,,DETACHED GARAGE/ TEAR OFF/ REPLACE ICE AND WATER SHIELD./ UNDERLAYMENT/ SHINGLES PER IRC AND LISTING/ RIDGE VENT AND CAP./ 6:12/ VB/ U,INDEPENDENT ROOFING LLC,1500.0,0.0,,,1929 CHARLOTT AVE,,1500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00729,,BRRRS - Reroof or Reside Residential,,"DUPLEX/ Strip, water ice protection,  synthetic Underlayment,  30yr shingle,  roof vents/ INSTALL PER IRC AND LISTING/ 6:12/ VB/ R3",DOUGLAS MILLER CONSTRUCTION & PROPERTY MAINTENAN,8750.0,0.0,,,404 S 05TH ST E,,8750.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00730,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on eaves / starter course felt new shingles / ridge vent and ridge cap / INSTALL PER IRC AND LISTING / 8:12 / VB / R3,A & B ROOFING CO,16750.0,0.0,,,5079 GERALDINE CT,,16750.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00731,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on on eaves / new starter course felt / shingles ridge vent and ridge cap / INSTALL PER IRC AND LISTING / 3:12 & 9:12 / VB / R3,A & B ROOFING CO,13000.0,0.0,,,415 E FRONT ST,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00734,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing material / Replace with GAF asphalt shingles / Replace sheathing if necessary / Remove debris / INSTALL PER IRC AND LISTING / 4:12 / VB / R-3,REVE EXTERIORS LLC,32571.0,0.0,,,5901 HILLVIEW WAY,,32571.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00736,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# Felt / replace with 30-Year, Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 5:12 / VB / R3",RHINO ROOFING,10000.0,0.0,,,5439 FILLY LN,,10000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00750,,BRRRS - Reroof or Reside Residential,,SFR/ TEAR OFF/ REPLACE ICE AND WATER SHIELD/ SYNTHETIC UNDERLAYMENT/ SHINGLES PER IRC AND LISTING/ RIDGE VENT AND CAP/ 5:12/ VB/ R3,INDEPENDENT ROOFING LLC,14850.0,0.0,,,7405 ROSEWOOD CT,,14850.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00751,,BRRRS - Reroof or Reside Residential,,SFR/ TEAR OFF/ REPLACE ICE AND WATER SHIELD/ SYNTHETIC UNDERLAYMENT/ SHINGLES PER IRC AND LISTING/ RIDGE VENT AND CAP/ 7:12/ VB/ R3,INDEPENDENT ROOFING LLC,13000.0,0.0,,,1715 HOWELL ST,,13000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00752,,BRRRS - Reroof or Reside Residential,,DETACHED GARAGE/ TEAR OFF/ REPLACE ICE AND WATER SHIELD/ SYNTHETIC UNDERLAYMENT/ SHINGLES PER IRC AND LISTING/ RIDGE VENT AND CAP/ 5:12/ VB/ R3,INDEPENDENT ROOFING LLC,2500.0,0.0,,,1715 HOWELL ST,,2500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00753,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on on eaves / new starter course felt shingles / ridge vent and ridge cap / IISTALL PER IRC AND LISTING / 6:12 / VB / R-3,A & B ROOFING CO,25650.0,0.0,,,3522 BRANDON WAY,,25650.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00754,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on on eaves / new starter course felt shingles / ridge vent and ridge cap / 12:12 / VB / R-3,A & B ROOFING CO,17170.0,0.0,,,2121 TRAIL ST,,17170.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00755,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on on eaves / new starter course felt shingles / ridge vent and ridge cap / 4:12 / VB / R-3,A & B ROOFING CO,10600.0,0.0,,,219 SENTINEL AVE,,10600.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00756,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on on eaves / new starter course felt shingles / ridge vent and ridge cap / 4:12 / VB / R-3,A & B ROOFING CO,14250.0,0.0,,,2610 GARLAND DR,,14250.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00757,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles / install new drip edge ice and water on on eaves / new starter course felt shingles / ridge vent and ridge cap / 7:12 / VB / R-3,A & B ROOFING CO,22950.0,0.0,,,6877 LINDA VISTA BLVD,,22950.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00759,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# Felt / replace with 50-Year / Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING / 7:12 / VB / R-3,RHINO ROOFING,7500.0,0.0,,,541 S 06TH ST W,,7500.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
02 - Remodel Residential,2021-MSS-RES-00761,,BRRRS - Reroof or Reside Residential,,"SFR/ Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle.
Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield / INSTALL PER IRC AND LISTING/ 5:12/ VB/ R3",RHINO ROOFING,8000.0,0.0,,,517 E SUSSEX AVE,,8000.0,0.0,Residential,Addition/Remodel,0,08 Data Dump,2021-08-01,August,08,2021,2022
