Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Property Type Order,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2024-MSS-RES-00314,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 9:12 / VB / R3,MIGHTY DOG ROOFING 157,12000.0,0.0,,,4811 POTTER PARK LP,,12000.0,0.0,Residential,Addition/Remodel,15.0,0,04 Data Dump,2024-04-01,April,04,2024,2024
02 - Remodel Residential,2024-MSS-RES-00321,,BRRRS - Reroof or Reside Residential,,SFR / Remove & Replace 30# felt / replace w/ a 30-year Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water shield / INSTALL PER IRC AND LISTING /,RHINO ROOFING,6200.0,0.0,,,837 DEFOE ST,,6200.0,0.0,Residential,Addition/Remodel,15.0,0,04 Data Dump,2024-04-01,April,04,2024,2024
02 - Remodel Residential,2024-MSS-RES-00322,,BRRRS - Reroof or Reside Residential,,SFR / R&R / I&W shield / install synthetic underlayment /1 layer Arch Shingles / Install 50-year GAF Shingles / No CRV / not ventable vaulted ceilings / INSTALL PER IRC AND LISTING / 4;12 / VB / R3,JARED LANGLEY ENTERPRISES INC,80000.0,0.0,,,825 PARKVIEW WAY,,80000.0,0.0,Residential,Addition/Remodel,15.0,0,04 Data Dump,2024-04-01,April,04,2024,2024
02 - Remodel Residential,2024-MSS-RES-00327,,BRRRS - Reroof or Reside Residential,,SFR / R&R / install synthetic underlayment / install 1 layer composite 50-year GAF shingles / IWS/ CRV / INSTALL PER IRC AND LISTING / 4:12 / VB / R3,JARED LANGLEY ENTERPRISES INC,15000.0,0.0,,,228 W BECKWITH AVE E,,15000.0,0.0,Residential,Addition/Remodel,15.0,0,04 Data Dump,2024-04-01,April,04,2024,2024
,2023-MSS-RES-00978.01,,,,2/7/24 REVISION TO ADD FULL BASEMENT AND MOVE GARAGE,BEAUCHAMP CONSTRUCTION INC,,61139.25,,218423.33,2549 DRAKE LN,,61139.25,157284.08,Modification to Work in Progress,Addition/Remodel,99.0,0,04 Data Dump,2024-04-01,April,04,2024,2024
,2023-MSS-COM-00221.01,,,,2/14/24 BELLTOWER REVISION,BRADFORD ROOF MANAGEMENT,100000.0,,,,1400 GERALD AVE,,100000.0,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,04 Data Dump,2024-04-01,April,04,2024,2024
,2022-MSS-RES-00832.01,,,,9/28/23 REVISION TO CHANGE UPPER LEVEL STORAGE TO ADU,OWNER,45000.0,,,,550 W BECKWITH AVE E,,45000.0,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,04 Data Dump,2024-04-01,April,04,2024,2024
,2022-MSS-COM-00028.02,,,,3/25/24 CONSTRUCTION REVISIONS,ROCKY MOUNTAIN REMODELS,5000.0,,,,,,5000.0,0.0,Modification to Work in Progress,Addition/Remodel,99.0,0,04 Data Dump,2024-04-01,April,04,2024,2024
01 - Remodel Commercial,2022-MSS-COM-00403,BAARC -  Add/Alter/Remodel Commercial,,,CULTIVATION / CANOPY: 2500SF,OWNER,,0.0,,,910 KENSINGTON AVE,,0.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2022-MSS-RES-00223,,BAARR -  Add/Alter/Remodel Residential,ADU,NEW ADU/ADD TO EXISTING SFR/VB/R-3/U,RED LADDER CONSTRUCTION,50000.0,0.0,,83592.91,4030 O'LEARY ST,ADU,50000.0,33592.91,ADU,New Construction,99.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00114,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/UM STONE HALL/Roof replacement/VB/E,ACE ROOFING LLC,1231785.68,0.0,,,825 MCLEOD AVE,,1231785.68,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00128,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/CLEVELAND ST APTS/6-PLEX/Phase one of the project is a remodel of the lower two units with new finishes for the floor and walls along with moving some interior walls. Moving two windows and replacing the doors./VB/R-2,ATLAS ENTERPRISES LLC,300000.0,0.0,,,705 CLEVELAND ST,,300000.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
08 - New Business,2023-MSS-COM-00168,BNCON -  New Other,,,2021 CODES/MFBN/New food distribution warehouse and associated site development/VB/IIIB/S-2/B,JACKSON CONTRACTOR GROUP INC,,1432407.18,5162828.26,,5780 ALLOY NORTH,,1432407.18,3730421.08,Business,New Construction,11.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00188,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/UM SKAGGS PHYSICAL THERAPY CLINIC/REMODEL/VB/B/E,D LOWER CONSTRUCTION,44444.32,0.0,,,1325 MANSFIELD AVE,,44444.32,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00215,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/PARSONS BEHLE & LATIMER/RENOVATION OF THE INTERIOR SPACE TO INCLUDE THE ADDITION OF OFFICES, SOUND INSULATION, AND LIGHTING/VB/B
Rev 01 - 03/26/2024: 3/7/2024 REVISION adding partition wall, removing kitchen scope
Rev 02 - 04/17/2024: 3/25/24 SUITE 302 & 303 RECONFIGURATION AND ADDITION OF WALL TO CREATE ENCLOSED OFFICES AND KITCHENETTE",JACKSON CONTRACTOR GROUP INC,286000.0,0.0,,,127 E MAIN ST  #301,,286000.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00261,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/MISSOULA VETERINARY CLINIC/ADDITION/REMODEL/VB/B
Rev 01 - 05/08/2024: 4//4/24 REVISION TO RELOCATE OXYGEN CLOSET AND ADD SINGLE OCCUPANT BATHROOM",QUALITY CONSTRUCTION,1270010.0,0.0,,,3701 OLD HIGHWAY 93 S,,1270010.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2023-MSS-COM-00275,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/REMEDY MEDICINALS/Change of Use from a B Occupancy to an M Occupancy. No Work/VA/M,OWNER,1.0,0.0,,,2825 A9 STOCKYARD RD,,1.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2023-MSS-RES-00510,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Repair the attached garage roof structure during the shingle replacement on the home. The existing rafters will be removed on the garage portion due to sag and trusses will be set and sheathed. The reroof permit will be pulled by the contractor prior to starting the reroof./VB/U
Rev 01 - 04/24/2024: 4/5/2024 REVISION / PLANS TO REPLACE WALL STRUCTURE IF REQUIRED DURING REPAIR OF ROOF TRUSSES",OWNER,6800.0,0.0,,,1200 EATON ST,,6800.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2023-MSS-RES-00543,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Residential addition and partial remodel/VB/R-3,SCHAEFFER ENTERPRISES LLC,210000.0,0.0,,,2204 S 08TH ST W,,210000.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00545,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,M AND L INC,,330694.53,,1181223.12,4441 HARRISON SCOTT DR,SFR-DET,330694.53,850528.5900000001,Single Dwelling Detached,New Construction,2.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2023-MSS-RES-00589,,BRRRS - Reroof or Reside Residential,,2021 CODES/DET GARAGE/REROOF/Removing and replacing asphalt shingles on owners garage./PER IRC & LISTING/SINGLE STORY/4:12/VB/U,C'S EXTERIOR DESIGNS,8600.0,0.0,,,500 BENTON AVE,,8600.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2023-MSS-RES-00671,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/EGRESS WINDOW/dig out 4x4 egress window .  2x8 treated for box,  2x6 header x4 . install grate and back fill./VB/R-3",HANSEN BUILDERS,7000.0,0.0,,,318 KEITH AVE,,7000.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2023-MSS-RES-00675,,BAARR -  Add/Alter/Remodel Residential,ADU,2021 CODES/ADD ADU TO SFR/Creating an attached ADU in the existing bottom floor suite.  One new exterior window with new wider header.  Optional awning for entrance. Removal of interior staircase/VB/R-3,A COE INC DBA HUFF CONSTRUCTION,75000.0,0.0,,,2415-A SOUTH HILLS DR,ADU,75000.0,0.0,ADU,New Construction,99.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
04 - New Duplex,2023-MSS-RES-00723,,BNRDX - New Duplex,,2021 CODES/NEW DUPLEX/VB/R-3,BUILT WELL CONSTRUCTION,,80520.4,,285810.21,"1017 PULLMAN ST
APTS 100/200",Duplex,80520.4,205289.81000000003,Duplex,New Construction,3.0,2,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00782,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,78789.94,,281691.49,2703-A RIATA RD,SFR-ATT,78789.94,202901.55,Single Dwelling Attached,New Construction,1.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00783,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3,BEAUCHAMP CONSTRUCTION INC,,84961.99,,303997.48,2703-B RIATA RD,SFR-ATT,84961.99,219035.49,Single Dwelling Attached,New Construction,1.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00874,,BNSFR - New Single Family Residence,,2021 CODES/NEW ADU-SFR/ATT GARAGE/VB/R-3,HAYWOOD CONSTRUCTION,,53527.78,,190618.98,765 COWPER ST,ADU,53527.78,137091.2,ADU,New Construction,99.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2023-MSS-RES-00948,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/RES RETAINING WALL/Removal of existing, locally sourced, stacked rock retaining wall, and re-installation of 50lf of masonry block retaining wall, originating at the garage door corner on north end of property, adjacent to the driveway.
Existing retaining wall is slumping into the driveway area and blocking entrance to adjacent garage door./VB/U",GARDEN CITY FLORASCAPING LLC,20698.0,0.0,,,1392 HARRISON ST,,20698.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2023-MSS-RES-00956,,BNSFR - New Single Family Residence,ADU,2021 CODES/NEW ADU-SFR/DET GARAGE/VB/R-3,KINGDOM BUILDERS INC,,38340.0,,140310.96,1516 COOPER ST,ADU,38340.0,101970.95999999999,ADU,New Construction,99.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2023-MSS-RES-00960,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Demo existing stoop and build new covered deck./VB/R-3,HONE ARCHITECTS AND BUILDERS,20000.0,0.0,,,1750 S 08TH ST W,,20000.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2023-MSS-RES-00983,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Deck addition to an existing home./VB/R-3,5T CONTRACTING AND DESIGN,100000.0,0.0,,,4411 HILLVIEW WAY,,100000.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2023-MSS-RES-00985,,BAARR -  Add/Alter/Remodel Residential,ADU,"2021 CODES/ADU ADDITION TO DET GARAGE/VB/R-3/U
Rev 01 - 08/07/2024: 5/17/24 REVISION TO ADD LIVABLE SPACE TO ADU",EDGELL BUILDING AND DEVELOPMENT INC,,71604.48,,260110.65,640 HAZEL ST,ADU,71604.48,188506.16999999998,ADU,New Construction,99.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00035,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/BEDROCK SANDALS/Change of Use/ VB/B/S-1/F-1,OWNER,1.0,0.0,,,"101 S CALIFORNIA ST
STE A",,1.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00041,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/HICKS OFFICE BLDG 2ND FLR/Replace drop ceiling and lighting for 2 second floor offices./VB/B,"N2 CONSTRUCTION, INC.",16000.0,0.0,,,3709 BROOKS ST,,16000.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
05 - New MultiFamily,2024-MSS-COM-00042,BNMRB - New Multifamily 5+ Units,,,2021 CODES/SNOWFARM BLDG A/NEW 12-PLEX/VB/R-2,HEADWATERS CONSTRUCTION COMPANY,,567389.06,,1854959.77,1935 CUTLEAF RD,MFR-APT,567389.06,1287570.71,Multi-Dwelling Apartment,New Construction,99.0,12,05 Data Dump,2024-05-01,May,05,2024,2024
05 - New MultiFamily,2024-MSS-COM-00043,BNMRB - New Multifamily 5+ Units,,,2021 CODES/SNOWFARM BLDG B/NEW 12-PLEX/VB/R-2,HEADWATERS CONSTRUCTION COMPANY,,567389.06,,1854959.77,1945 CUTLEAF RD,MFR-APT,567389.06,1287570.71,Multi-Dwelling Apartment,New Construction,99.0,12,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00053,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/TOWN PUMP/A vehicle crashed into the Town Pump gas station. Town Pump is requesting to replace the previous wall (wood wall wainscot with storefront) with a new solid wood stud wall similar to what previously existed before the crash. In addition to replacing the previous construction, we have also added some bollards to help prevent another crash instance like what recently happened./VB/M",WESTERN INTERSTATE INC,15000.0,0.0,,,5310 GRANT CREEK RD,,15000.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00060,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/4-PLEX/Replacement for failing retaining wall/VB/U,SAPPHIRE CONSTRUCTION INC,20000.0,0.0,,,809 BULWER ST,,20000.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
08 - New Business,2024-MSS-COM-00061,BNCON -  New Other,,,"2021 CODES/UM COB STAGE/New 474 sqft exterior stage structure. The structure is open to the air on 3 sides, has a roof, and a small storage room/VB/B",SIRIUS CONSTRUCTION INC,,23477.22,85078.26,,925 MAURICE AVE,,23477.22,61601.03999999999,Business,New Construction,11.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00087,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/THE MONTANA SCENE/SUITE G/NEW TI/VB/M,SCARIANO CONSTRUCTION INC,58500.0,0.0,,,160 E FRONT ST,,58500.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00098,BCRRS -  Reroof/Reside Commercial,,,2021 CODES/MCPS CENTRAL KITCHEN/Install wood furring and new vertical metal panel overtop existing EIFS siding assembly.  Includes new flashings for a complete metal panel system.  Existing surface mounted security lights will be replaced with new./VB/B,SIRIUS CONSTRUCTION INC,114000.0,0.0,,,1710 SOUTH AVE W,,114000.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00100,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/UM CLINICAL PSYCHOLOGY 1ST FLOOR/Demo existing reception room walls. Replace flooring, lights, cabinets and countertops throughout. New electrical and data as required for workstations/VB/E",SIRIUS CONSTRUCTION INC,139469.0,0.0,,,1420 MANSFIELD AVE,,139469.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00111,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/MISSOULA WATER PUMP HOUSE/Removal and replacement of water pump house. Existing slab is to remain. Additional footings and stem walls are to be added. New framed walls on top of stem walls. New roof structure and roof. No plumbing or electrical work is to be completed by Jackson. Missoula Water will be handling this scope directly./VB/U,JACKSON CONTRACTOR GROUP INC,,5141.08,13030.0,,4515 MARK CT,,5141.08,7888.92,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00123,BCRRS -  Reroof/Reside Commercial,,,"COMMERCIAL BLDG / This is Suite B, C, D, & E/ to remove existing single ply roofing / to install 1/2"" R Tech Shield and 60 Mill TPO Membrane / New metal drip edge going into gutter / INSTALL PER IBC AND LISTING / OBSERVE LOW SLOPE REQUIREMENTS / 1:12 / VB / B
This is Suite B, C, D, & E",ABOVE THE REST ROOFING,54200.0,0.0,,,2704-B BROOKS ST,,54200.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00131,BCRRS -  Reroof/Reside Commercial,,,"DET GARAGE / remove shingles install new drip edge ice and water on eaves new starter course felt new shingles ridge vent and ridge cap. 4/12 1 story garage unit only / INSTALL PER IBC & LISTING / 4:12 / SINGLE STORY / VB/U

Lap underlayment 19 inches for asphalt shingle application on roofs with slopes 2:12 up to 4:12. IWP required as prescribed in code.",A & B ROOFING CO,11400.0,0.0,,,734 W SUSSEX AVE,,11400.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00133,BCRRS -  Reroof/Reside Commercial,,,CURTIS ST GROUP HOME / Remove & Replace 30# felt / replace w/ a 30-year Malarkey Shingle / Malarkey #1030 Synthetic underlayment / Malarkey Artic ice & Water shield / INSTALL PER IBC AND LISTING / 7:12 / VB / B,RHINO ROOFING,120940.0,0.0,,,249 S CURTIS ST,,120940.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
01 - Remodel Commercial,2024-MSS-COM-00135,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/COM BLDG/replace effected dry wall and insolation from  wall/ceiling 250sf to be removed/VB/B,FIVE VALLEYS RESTORATION AND CLEANING LLC,1200.0,0.0,,,112 PATTEE ST,,1200.0,0.0,Commercial,Addition/Remodel,16.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00002,,BNSFT - New Single Family Townhouse,,"2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3
Rev 01 - 08/15/2024: 6/21/24 PARTY WALL REVISION",LM COX INC,,95662.15,,344707.91,2752-B RUGER RD,SFR-ATT,95662.15,249045.75999999998,Single Dwelling Attached,New Construction,1.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00006,,BNSFT - New Single Family Townhouse,,"2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U
Rev 01 - 08/15/2024: 6/21/24 PARTY WALL REVISION",LM COX INC,,82072.5,,294872.55,2752-A RUGER RD,SFR-ATT,82072.5,212800.05,Single Dwelling Attached,New Construction,1.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00021,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing materials / resheet if necessary / Replace with new GAF asphalt shingles and synthetic underlayment. / Ice & water shield / Remove debris / INSTALL PER IRC AND LISING / 5:12 / VB/ R3,REVE EXTERIORS LLC,10454.0,0.0,,,7240 OLD GRANT CREEK RD,,10454.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00024,,BRRRS - Reroof or Reside Residential,,SFR /Remove existing roofing material / Resheet if necessary / Replace with new GAF asphalt shingles and synthetic underlayment/ Ice and water shield /  Remove debris / INSTALL PER IRC AND LISING / 6:12 / VB / R3,REVE EXTERIORS LLC,12886.49,0.0,,,4245 BIRDIE CT,,12886.49,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00051,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing roofing materiaL / Resheet if necessary / Replace with new GAF asphalt shingles and synthetic underlayment / Ice and water shield /  Remove debris / INSTALL PER IRC AND LISTING /  6:12 / VB / R3,REVE EXTERIORS LLC,9897.92,0.0,,,720 CITY DR,,9897.92,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00060,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Replace lower level deck, replace siding, replace in-kind windows in existing openings./VB/R-3",RUDD DESIGN BUILD,31700.0,0.0,,,5615 GHARRETT AVE,,31700.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00069,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,HAYDEN HOMES LLC,,73389.39,,263960.4,5658 HORN RD,SFR-DET,73389.39,190571.01,Single Dwelling Detached,New Construction,2.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00070,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,HAYDEN HOMES LLC,,62404.96,,225325.08,5486 HORN RD,SFR-DET,62404.96,162920.12,Single Dwelling Detached,New Construction,2.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00076,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Tear out plaster/drywall down to the studs.  Replace old knob and tube wiring, replace old plumbing, tear off old roof and put on a new roof with engineered trusses, adding a front and back porch.  New drywall, cabinets, flooring, paint, trim, shingles, siding, windows and doors, fixtures. Replace water line service to the house from the sidewalk. /VB/R-3",OWNER,120000.0,0.0,,,619 E SUSSEX AVE,,120000.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00089,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/BASEMENT FINISH/VB/R-3,OWNER,2000.0,0.0,,,6904 ALISHA DR,,2000.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00092,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,HAYDEN HOMES LLC,,73250.0,,264271.8,2528 BELT BUCKLE WAY,SFR-DET,73250.0,191021.8,Single Dwelling Detached,New Construction,2.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00098,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,HAYDEN HOMES LLC,,73203.15,,264104.43,2512 BELT BUCKLE WAY,SFR-DET,73203.15,190901.28,Single Dwelling Detached,New Construction,2.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00099,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/NEW EGRESS WINDOW FOR BASEMENT, WALK-OUT ACCESS FROM BASEMENT, CHANGING LIGHT FIXTURES IN BASEMENT/VB/R-3",SADDLE MOUNTAIN CONSTRUCTION,100000.0,0.0,,,122 CARRIE CT,,100000.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00109,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/DUPLEX/INTERIOR REMODEL/VB/R-2.,FLAWLESS CONSTRUCTION,24200.0,0.0,,,711 HASTINGS AVE,,24200.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00113,,BNSFT - New Single Family Townhouse,,"2021 CODES/NEW TOWNHOME/UNIT A/ATT GARAGE/VB/R-3/U
Rev 01 - 07/01/2024: 6/13/24 REVISION TO SEPERATION WALL",KINGS ELECTRIC AND CONTRACTING LLC  *UNLIMITED*,,91960.08,,330462.75,5341-A REMINGTON DR,SFR-ATT,91960.08,238502.66999999998,Single Dwelling Attached,New Construction,1.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00114,,BNSFT - New Single Family Townhouse,,"2021 CODES/NEW TOWNHOME/UNIT B/ATT GARAGE/VB/R-3/U
Rev 01 - 07/01/2024: 6/13/24 REVISION TO SEPERATION WALL",KINGS ELECTRIC AND CONTRACTING LLC  *UNLIMITED*,,85379.13,,306685.2,5341-B REMINGTON DR,SFR-ATT,85379.13,221306.07,Single Dwelling Attached,New Construction,1.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
03 - New Single Family Residential,2024-MSS-RES-00115,,BNSFT - New Single Family Townhouse,,"2021 CODES/NEW TOWNHOME/UNIT C/ATT GARAGE/VB/R-3/U
Rev 01 - 07/01/2024: 6/13/24 REVISION TO SEPERATION WALL",KINGS ELECTRIC AND CONTRACTING LLC  *UNLIMITED*,,91960.08,,330462.75,5341-C REMINGTON DR,SFR-ATT,91960.08,238502.66999999998,Single Dwelling Attached,New Construction,1.0,1,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00117,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Addition and remodel to existing house/VB/R-3,J BUILT HEALTHY HOMES LLC,150000.0,0.0,,,606 N 03RD ST W,,150000.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
02 - Remodel Residential,2024-MSS-RES-00126,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES /SFR /REMODEL/ADDITION/DECK/VB/R-3,OWNER,150000.0,0.0,,,125 BEVERLY AVE,,150000.0,0.0,Residential,Addition/Remodel,15.0,0,05 Data Dump,2024-05-01,May,05,2024,2024
