Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
02 - Remodel Residential,2023-MSS-RES-00326,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Replace with ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / 6:12 / VB / R-3,MIGHTY DOG ROOFING 157,11000.0,0.0,,,2313 EATON ST,,11000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00329,,BRRRS - Reroof or Reside Residential,,SFR / Remove existing shingles and underlayment / Install ice/water and synthetic underlayment per code / Install asphalt shingles per code / INSTALL PER IRC AND LISTING / :12 / VB / R-3,MIGHTY DOG ROOFING 157,10000.0,0.0,,,2696 FLEET ST,,10000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00331,,BRRRS - Reroof or Reside Residential,,SFR / 3:12 / 1 3 TAB Layer / 1 Story SF Residential Re-Roof / R&R / Install synthetic underlayment / install 50 year shingle / ice & water shield / crv / INSTALL PER IRC AND LISTING / VB / R-3,JARED LANGLEY ENTERPRISES INC,15000.0,0.0,,,2019 S 08TH ST W,,15000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00336,,BRRRS - Reroof or Reside Residential,,SFR / 7-8:12 / 1 ARCH Layer / 1-2 Story SF Residential Re-Roof / R&R / Install synthetic underlayment / install 50 year shingle / ice & water shield / crv / INSTALL PER IRC AND LISTING / VB / R-3,JARED LANGLEY ENTERPRISES INC,30000.0,0.0,,,5741 PROSPECT DR,,30000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00338,,BRRRS - Reroof or Reside Residential,,SFR / Remove and proper disposal of roofing material / Provide and Apply ice and water membrane over entire roof / Provide and Apply Architectural Shingle System / Provide and Apply ridge vent and hip/ridge shingle / Provide and apply all related accessories require to complete roofing scope of work / INSTALL PER IRC AND LISTING / 3:12 / VB / R-3 / OBSERVE LOW SLOPE REQUIREMENTS,INDEPENDENT ROOFING LLC,14000.0,0.0,,,2611 GILBERT AVE,,14000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00339,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Tear off old shingles, replace with synthetic underlayment, ice and water shield, install new GAF Timberline HDZ shingles/PER CODE & LISTING/SINGLE STORY/5:12/VB/R-3",FISHER FAMILY CONSTRUCTION,7812.0,0.0,,,1103 COOPER ST,,7812.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00342,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/Remove and proper disposal of roofing material/ice and water membrane per code/synthetic underlayment in succeeding courses/Architectural Shingle System/ridge vent and hip/ridge shingle/all related accessories require to complete roofing scope of work./PER IRC & LISTING/SINGLE STORY/8:12/VB/R-3,INDEPENDENT ROOFING LLC,13000.0,0.0,,,1542 S 05TH ST W,,13000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00343,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# Felt, replace with 40-Year, Malarkey Shingle. Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield/PER CODE & LISTING/TWO STORY/12:12/VB/R-3",RHINO ROOFING,14500.0,0.0,,,1201 S 05TH ST W,,14500.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00344,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle. Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield./PER CODE & LISTING/SINGLE STORY/4:12/VB/R-3",RHINO ROOFING,13500.0,0.0,,,2236 55TH ST,,13500.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00350,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle., Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield./PER IRC & LISTING/2 STORY/5:12/VB/R-3",RHINO ROOFING,15000.0,0.0,,,6746 LINDA VISTA BLVD,,15000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00352,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/TEAR OFF/SYNTHETIC UDL/ICE & WATER/MARLARKY ARCH SHINGLES/SINGLE STORY/PER IRC & LISTING/6:12/VB/R-3,HANSEN BUILDERS,6000.0,0.0,,,304 KENSINGTON AVE,,6000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00353,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/ 3-4:12 / 1 ARCH Layer / 2 Story SF Residential Re-Roof / R&R / Install synthetic underlayment / install 50 year shingle / ice & water shield / crv / INSTALL PER IRC AND LISTING / VB / R-3,JARED LANGLEY ENTERPRISES INC,19000.0,0.0,,,710 CONTINENTAL WAY,,19000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00356,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/Replace failing asphault shingle roof with metal roof./TEAR OFF/FAN FOLD/METAL ROOFING/PER IRC & LISTING/TWO STORY/3:12/VB/R-3,OWNER,10000.0,0.0,,,2725 LOWER LINCOLN HILLS DR,,10000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00357,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code./PER IRC & LISTING/SINGLE STORY/4:12/VB/R-3,MIGHTY DOG ROOFING 157,9000.0,0.0,,,2330 SKYLINE DR,,9000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00358,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove and replace asphalt shingles on home.  Includes tear off of all underlayment, installation of new ice & water, synthetic underlayment, eave/rake starter, installation of 30yr comp. shingle./PER IRC & LISTING/SINGLE STORY/7:12/VB/R-3",C'S EXTERIOR DESIGNS,13500.0,0.0,,,1562 CORNERSTONE DR,,13500.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00360,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove existing roof to bare decking, install new edge metal, install new underlayment including ice & water barrier on all eaves and valleys, install new limited lifetime architectural shingles, install new pipe boots, install new ridge vent and cap./PER IRC & LISTING/SINGLE STORY/6:12/VB/R-3",DERRICK G SMITH ROOFING LLC,9248.0,0.0,,,1225 HARRISON ST,,9248.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00367,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove & Replace 30# Felt, replace with 30-Year, Malarkey Shingle/Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water Shield./PER IRC & LISTING/SINGLE STORY/8:12/VB/R-3",RHINO ROOFING,7200.0,0.0,,,901 TURNER ST,,7200.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00381,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Tear off old shingles and replace with synthetic underlayment, ice and water shield and replace with GAF HDZ Timberline Shingles/PER IRC & LISTING/SINGLE STORY/10:12/VB/R-3",FISHER FAMILY CONSTRUCTION,18285.0,0.0,,,501 N 02ND ST W,,18285.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00382,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove old shingles and replace with synthetic underlayment, ice and water shield, and new GAF Timberline  HDZ shingles/PER IRC & LISTING/SINGLE STORY/6:12/VB/R-3",FISHER FAMILY CONSTRUCTION,6073.0,0.0,,,2720 2 SYCAMORE ST,,6073.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00383,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/TEAR OFF/6:12 / 1 COMP Layer / 1-2 Story SF Residential Re-Roof / R&R / Install synthetic underlayment / install 50 year shingle / ice & water/PER IRC & LISTING/VB/R-3,JARED LANGLEY ENTERPRISES INC,18000.0,0.0,,,6009 HOBSON LN,,18000.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00384,,BRRRS - Reroof or Reside Residential,,2021 CODES/SFR/REROOF/Tear off/Replace old roof with Malarkey highlander shingles and products./ICE & WATER/SYNTHETIC UDL/PER IRC & LISTING/SINGLE STORY/5:12/VB/R-3,HAVOC ROOFING LLC,7500.0,0.0,,,105 PARKER CT,,7500.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00385,,BRRRS - Reroof or Reside Residential,,2021 CODES/DUPLEX/REROOF/Remove old roofing Install ice and water shield Install synthetic underlayment Install style d metal Install ridge vent Install Malarkey Vista shingles/PER IRC & LISTING/SINGLE STORY/4:12/VB/R-2,IVANS ROOFING AND CONSTRUCTION LLC,13629.0,0.0,,,5603 A-B BRIDGER CT,,13629.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00386,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove old asphalt shingles.  Install I&W, underlayment and new comp asphalt shingles./PER IRC & LISTING/SINGLE STORY/4:12/VB/R-3",C'S EXTERIOR DESIGNS,10013.0,0.0,,,107 TAHOE DR,,10013.0,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2023-MSS-RES-00388,,BRRRS - Reroof or Reside Residential,,"2021 CODES/SFR/REROOF/Remove and dispose of existing shingles, install ice & water, synthetic underlayment, metal drip edge, Owens Corning Duration Flex shingles, turtle vent, ridge cap/OBSERVE LOW SLOPE RQRMTS/PER IRC & LISTING/SINGLE STORY/3:12/VB/R-3",ACE ROOFING LLC,22387.63,0.0,,,329 E CENTRAL AVE,,22387.63,0.0,Residential,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
,2023-MSS-RES-00242.01,,,,4/24/23 REVISION TO INCLUDE FRAMING REPLACEMENT,OWNER,175.0,,,,1122 CATLIN ST,,175.0,0.0,Modification to Work in Progress,Addition/Remodel,0,05 Data Dump,2023-05-01,May,05,2023,2023
02 - Remodel Residential,2016-MSS-RES-01010,,BAARR -  Add/Alter/Remodel Residential,,test,DICK ANDERSON CONSTRUCTION,,0.0,,,435 RYMAN ST,,0.0,0.0,Residential,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
03 - New Single Family Residential,2020-MSS-RES-00568,,BNSFR - New Single Family Residence,,NSF Townhome - Unit A/ATT GARAGE/VB/R-3,OWNER,,102907.1,,242804.99,912 PALMER ST,SFR-DET,102907.1,139897.88999999998,Single Dwelling Detached,New Construction,1,06 Data Dump,2023-06-01,June,06,2023,2023
03 - New Single Family Residential,2020-MSS-RES-00569,,BNSFT - New Single Family Townhouse,,NSF Townhome - Unit B/ATT GARAGE/VB/R-3,OWNER,,102907.1,,242804.99,914 PALMER ST,TED SF,102907.1,139897.88999999998,TED Single Dwelling,New Construction,1,06 Data Dump,2023-06-01,June,06,2023,2023
05 - New MultiFamily,2022-MSS-COM-00015,BNMRB - New Multifamily 5+ Units,,,"NEW 9-PLEX/VB/R-2
Rev 01 - 12/07/2022: 9/13/22 REVISION, CRAWL SPACE TO SLAB ON GRADE, REMOVE 2ND SET OF STAIRS, CHANGE ROOF AND DECK FRAMING.
Rev 02 - 05/16/2023: 4/11/23 REVISION TO LIGHTING PLANS",EDGELL BUILDING AND DEVELOPMENT INC,,451281.6,,1555092.0,1559 S 11TH ST W,MFR-APT,451281.6,1103810.4,Multi-Dwelling Apartment,New Construction,9,06 Data Dump,2023-06-01,June,06,2023,2023
05 - New MultiFamily,2022-MSS-COM-00203,BNMRB - New Multifamily 5+ Units,,,NEW 8-PLEX/VB/R-2,EDGELL BUILDING AND DEVELOPMENT INC,,379493.58,,1174766.57,708 STODDARD ST,MFR-APT,379493.58,795272.99,Multi-Dwelling Apartment,New Construction,8,06 Data Dump,2023-06-01,June,06,2023,2023
02 - Remodel Residential,2022-MSS-RES-00518,,BAARR -  Add/Alter/Remodel Residential,,SFR/ADDITION/REMODEL/VB/R-3,EARTH & TOOL LLC,70000.0,0.0,,,402 EDDY AVE,,70000.0,0.0,Residential,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
04 - New Duplex,2022-MSS-RES-00525,,BNRDX - New Duplex,,NEW DUPLEX/ATT GARAGE/VB/R-2/U,JMJ WOODWORKERS,,168462.9,,590730.34,940-A/B KEMP ST,Duplex,168462.9,422267.43999999994,Duplex,New Construction,2,06 Data Dump,2023-06-01,June,06,2023,2023
03 - New Single Family Residential,2022-MSS-RES-00568,,BNSFR - New Single Family Residence,,NSFR/ATT GARAGE/VB/R-3,MCELMURRY HOMES INC,,120864.56,,494023.9,4440 CHRISTIAN DR,SFR-DET,120864.56,373159.34,Single Dwelling Detached,New Construction,1,06 Data Dump,2023-06-01,June,06,2023,2023
02 - Remodel Residential,2022-MSS-RES-00894,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Bedroom addition above garage and new mudroom entry/VB/R-3,BATEMAN BUILDING COMPANY,400000.0,0.0,,,1730 S HIGGINS AVE,,400000.0,0.0,Residential,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
02 - Remodel Residential,2022-MSS-RES-00895,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Reframing/Repairing roof, interior remodel, and minor addition at dining/VB/R-3",BATEMAN BUILDING COMPANY,250000.0,0.0,,,3321 OLD POND RD,,250000.0,0.0,Residential,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
02 - Remodel Residential,2022-MSS-RES-00907,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/REMODEL/ADDITION/VB/R-3,STRUCTURE WEST,400000.0,0.0,,,645 NORTH AVE W,,400000.0,0.0,Residential,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
02 - Remodel Residential,2022-MSS-RES-00908,,BANRG - Add/Alter Garage/Carport,,2021 CODES/DET Garage/shop Remodel & Addition/VB/U,STRUCTURE WEST,,9002.4,,31907.04,645 NORTH AVE W,,9002.4,22904.64,Residential,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
02 - Remodel Residential,2022-MSS-RES-00918,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/ADDITION OF GARAGE / DWELLING UNIT/VB/R-3,DALTON CONSTRUCTION,,58276.8,,213272.65,521 S ORANGE ST,SFR-DET,58276.8,154995.84999999998,Residential,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00035,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/BEST BUY/INTERIOR REMODEL/VB/M,DAVACO OF MONTANA LP,5000.0,0.0,,,2640 N RESERVE ST  STE D,,5000.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00051,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/WHEREHAUS LLC/ADDITION/IIB/S-1/B/F-2,CARL CONSTRUCTION INC,,103100.0,640400.0,,5845 SANDPIPER DR,,103100.0,537300.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00066,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/KINDRED SKIN + SOUL/NEW TI/interior remodel/VB/B,KASBERG SIDING AND REMODEL,3952.0,0.0,,,115 W FRONT ST,,3952.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00084,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/KENT BROS AUTOMOTIVE/NEW TI/CHANGE OF USE/VB/S-1/B,OWNER,26000.0,0.0,,,910 DICKENS ST,,26000.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00109,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/J CREW/NEW TI/VB/M,"RETAIL CONSTRUCTION SERVICES, INC.",550000.0,0.0,,,2901 BROOKS ST - MALL STORES,,550000.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00113,BCRRS -  Reroof/Reside Commercial,,,MULTIFAMILY (10+ UNITS) / Remove and dispose of all existing TPO roof membrane / Mechanically fasten Conklin Flexion / 25 year PVC membrane according to manufacturer's specifications / INSTALL PER IBC AND LISTING / 1:12 / VB / R-2,NORTH STAR ROOFING,60000.0,0.0,,,511 WESTVIEW DR,,60000.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00123,BAARC -  Add/Alter/Remodel Commercial,,,"2021 CODES/12-PLEX CARPORT/Removal of foundation and asphalt that was damaged by fire, rebuild of carport and parking lot to pre-loss condition and repair storage shed. No soil is due to be disturbed, the asphalt will be removed and replaced inside of curbed parameters./VB/U",DAYSPRING RESTORATION INC,185000.0,0.0,,,620 WHITAKER DR,,185000.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00129,BCRRS -  Reroof/Reside Commercial,,,"WILDFLOWER APARTMENTS / Remove and proper disposal of roofing material / Provide and Apply ice and water membrane per code / Provide and Apply, synthetic underlayment in succeeding courses / Provide and Apply Architectural Shingle System / Provide and Apply ridge vent and hip/ridge shingle / Provide and apply all related accessories require to complete roofing scope of work / INSTALL PER IBC AND LISTING / 4:12 / VB / R-3",INDEPENDENT ROOFING LLC,25730.0,0.0,,,1250 34TH ST,,25730.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00131,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/PAPAYA/COULD MANAGEMENT LLC/Change of Use Letter B occupancy Medical Cannabis to M Occupancy Cannabis/VB/M/F-1,OWNER,1.0,0.0,,,1526 SOUTH AVE W,,1.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00132,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/DOUBLE K RANCH DELI/Exterior detached seasonal patio/VB/A-3,MKC INC,6000.0,0.0,,,2700 PAXSON ST   STE 110,,6000.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00133,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/UM WASHINGTON GRIZZLY STADIUM/REPAIRS/VB/A-3,PROFESSIONAL CONSTRUCTION SERVICES INC,157645.0,0.0,,,1 CAMPUS DR,,157645.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00134,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/ELEVATED PH 2/Addition to and facade renovation of existing commercial building/VB/M,PEW CORPORATION,207265.0,0.0,,,2401 BROOKS ST,,207265.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00136,BCRRS -  Reroof/Reside Commercial,,,"WILDFLOWER APARTMENTS BUILDING C / Remove and proper disposal of roofing material / Provide and Apply ice and water membrane per code / Provide and Apply, synthetic underlayment in succeeding courses / Provide and Apply Architectural Shingle System / Provide and Apply ridge vent and hip/ridge shingle / Provide and apply all related accessories require to complete roofing scope of work / INSTALL PER IBC AND LISTING / 4:12 / VB / R-2",INDEPENDENT ROOFING LLC,21420.0,0.0,,,1250 34TH ST,,21420.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00138,BAARC -  Add/Alter/Remodel Commercial,,,2021 CODES/TENANT 3 OPPORTUNITY BANK/Tenant 303 Remodel of an existing 3rd floor suite to new office./II-B/B,DICK ANDERSON CONSTRUCTION,589000.0,0.0,,,1821 SOUTH AVE W  STE 303,,589000.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00147,BCRRS -  Reroof/Reside Commercial,,,RIVER ROCK APTS / Complete Roof tear off / 30 Lb Synthetic underlayment / 2 Courses of  Ice and Water Shield at the eaves and valleys / Starter Shingles / New Drip edge / all vents and pipe boots replaced with new / Replaced with Owens Corning Duration Shingles / INSTALL PER IBC AND LISTING / 6:12 / VB / R-2,NORTHRIDGE ROOFING AND EXTERIORS LLC,42794.0,0.0,,,1210 OTIS ST,,42794.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00148,BCRRS -  Reroof/Reside Commercial,,,RIVER ROCK APTS / Complete Roof tear off / 30 Lb Synthetic underlayment / 2 Courses of  Ice and Water Shield at the eaves and valleys / Starter Shingles / New Drip edge / all vents and pipe boots replaced with new / Replaced with Owens Corning Duration Shingles / INSTALL PER IBC AND LISTING / 6:12 / VB / R-2,NORTHRIDGE ROOFING AND EXTERIORS LLC,42817.0,0.0,,,1220 OTIS ST,,42817.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00149,BCRRS -  Reroof/Reside Commercial,,,RIVER ROCK APTS / Complete Roof tear off / 30 Lb Synthetic underlayment / 2 Courses of  Ice and Water Shield at the eaves and valleys / Starter Shingles / New Drip edge / all vents and pipe boots replaced with new / Replaced with Owens Corning Duration Shingles / INSTALL PER IBC AND LISTING / 6:12 / VB / R-2,NORTHRIDGE ROOFING AND EXTERIORS LLC,42817.0,0.0,,,1240 OTIS ST,,42817.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00150,BCRRS -  Reroof/Reside Commercial,,,RIVER ROCK APTS / CARPORT / Complete Roof tear off / 30 Lb Synthetic underlayment / Starter Shingles / New Drip edge / Replaced with Owens Corning Duration Shingles / INSTALL PER IBC AND LISTING / 4:12 / VB / U,NORTHRIDGE ROOFING AND EXTERIORS LLC,18523.0,0.0,,,1210 OTIS ST,,18523.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00151,BCRRS -  Reroof/Reside Commercial,,,RIVER ROCK APTS / CARPORT / Complete Roof tear off / 30 Lb Synthetic underlayment / Starter Shingles / New Drip edge / Replaced with Owens Corning Duration Shingles / INSTALL PER IBC AND LISTING / 4:12 / VB / U,NORTHRIDGE ROOFING AND EXTERIORS LLC,18523.0,0.0,,,1210 OTIS ST,,18523.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00152,BCRRS -  Reroof/Reside Commercial,,,RIVER ROCK APTS / CARPORT / Complete Roof tear off / 30 Lb Synthetic underlayment / Starter Shingles / New Drip edge / Replaced with Owens Corning Duration Shingles / INSTALL PER IBC AND LISTING / 4:12 / VB / U,NORTHRIDGE ROOFING AND EXTERIORS LLC,10697.0,0.0,,,1210 OTIS ST,,10697.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00153,BCRRS -  Reroof/Reside Commercial,,,RIVER ROCK APTS / CARPORT / Complete Roof tear off / 30 Lb Synthetic underlayment / Starter Shingles / New Drip edge / Replaced with Owens Corning Duration Shingles / INSTALL PER IBC AND LISTING / 4:12 / VB / U,NORTHRIDGE ROOFING AND EXTERIORS LLC,9107.0,0.0,,,1210 OTIS ST,,9107.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00154,BCRRS -  Reroof/Reside Commercial,,,RIVER ROCK APTS / CARPORT / Complete Roof tear off / 30 Lb Synthetic underlayment / Starter Shingles / New Drip edge / Replaced with Owens Corning Duration Shingles / INSTALL PER IBC AND LISTING / 4:12 / VB / U,NORTHRIDGE ROOFING AND EXTERIORS LLC,9107.0,0.0,,,1210 OTIS ST,,9107.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00155,BCRRS -  Reroof/Reside Commercial,,,RIVER ROCK APTS / CARPORT / Complete Roof tear off / 30 Lb Synthetic underlayment / Starter Shingles / New Drip edge / Replaced with Owens Corning Duration Shingles / INSTALL PER IBC AND LISTING / 4:12 / VB / U,NORTHRIDGE ROOFING AND EXTERIORS LLC,9107.0,0.0,,,1210 OTIS ST,,9107.0,0.0,"Misc. (Garage, Shed, etc.)",New Construction,0,06 Data Dump,2023-06-01,June,06,2023,2023
01 - Remodel Commercial,2023-MSS-COM-00160,BCRRS -  Reroof/Reside Commercial,,,"COM / removing the existing roof / installing 1.5"" ISO Board insulation / 60 Mil PVC membrane / INSTALL ICE AND WATER SHIELD / INSTALL PER IBC AND LISTING / 1:12 / VB / B",SCHROCK COMMERCIAL ROOFING INC,139684.0,0.0,,,2720 A-E PALMER ST,,139684.0,0.0,Commercial,Addition/Remodel,0,06 Data Dump,2023-06-01,June,06,2023,2023
