Category,Record Number,Commercial Subtype,Residential Subtype,ADU/TED on Permit?,Work Description,Business Name,Project Cost,Job Cost Valuation,Current Valuation - Commercial,Current Valuation - Residential,Address,ADU or TED on Address?,Total Construction Valuation,Current Market Valuation,Property Type,Project Type,Property Type Order,Units,Data Dump,Date,Month,Month Number,Calendar Year,Fiscal Year
03 - New Single Family Residential,2024-MSS-RES-00101,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,STRAIGHT LINE CONSTRUCTION INC,,99343.9,,355980.25,1633-F SHINDIG DR,TED 3+,99343.9,256636.35,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00102,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,STRAIGHT LINE CONSTRUCTION INC,,78362.35,,280504.93,1633-E SHINDIG DR,TED 3+,78362.35,202142.58,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00103,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,STRAIGHT LINE CONSTRUCTION INC,,78362.35,,280504.93,1633-D SHINDIG DR,TED 3+,78362.35,202142.58,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00104,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,STRAIGHT LINE CONSTRUCTION INC,,98176.95,,351827.95,1633-C SHINDIG DR,TED 3+,98176.95,253651.0,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00105,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,STRAIGHT LINE CONSTRUCTION INC,,98176.95,,351827.95,1633-B SHINDIG DR,TED 3+,98176.95,253651.0,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00106,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,STRAIGHT LINE CONSTRUCTION INC,,99343.9,,356179.98,1633-A SHINDIG DR,TED 3+,99343.9,256836.08,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-00195,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/DUPLEX/CHANGE OF USE TO RES FROM COMMERCIAL/ALTERATIONS PER ARCH LTR/VB/R-2,OWNER,1.0,0.0,,,2405 MCDONALD AVE,,1.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00428,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,HAYDEN HOMES LLC,,71429.95,,257194.76,5715 HORN RD,SFR-DET,71429.95,185764.81,Single Dwelling Detached,New Construction,2.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00568,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,72314.09,,267898.44,4380-D BANTRY CT,TED 3+,72314.09,195584.35,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00570,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,70952.5,,262881.9,4380-C BANTRY CT,TED 3+,70952.5,191929.40000000002,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00571,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,70952.5,,262881.9,4380-B BANTRY CT,TED 3+,70952.5,191929.40000000002,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00572,,BNSFT - New Single Family Townhouse,TED,2021 CODES/NEW TOWNHOME/VB/R-3,EDGELL BUILDING AND DEVELOPMENT INC,,72314.09,,267838.44,4380-A BANTRY CT,TED 3+,72314.09,195524.35,TED 3+,New Construction,8.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00777,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,"NORTHWEST COMMUNITY BUILDERS, LLC",,72077.36,,257194.98,4977 ENGLAND BLVD,SFR-DET,72077.36,185117.62,Single Dwelling Detached,New Construction,2.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00811,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,STRAIGHT LINE CONSTRUCTION INC,,149567.75,,535136.31,1195 COACHMAN WAY,SFR-DET,149567.75,385568.56000000006,Single Dwelling Detached,New Construction,2.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00812,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/DEMO EXISTING SFR/VB/R-3,KOACH CONSTRUCTION,,117567.8,,418020.33,2333 PARK ST,SFR-DET,117567.8,300452.53,Single Dwelling Detached,New Construction,2.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00823,,BNSFR - New Single Family Residence,ADU,2021 CODES/NEW ADU-SFR/ATT GARAGE/DEMO OF EXISTING GARAGE/VB/R-3/U,JASON LONSKI CONSTRUCTION HISTORIC PRESERVATION,,52601.2,,190241.42,910 WAVERLY ST,ADU,52601.2,137640.22000000003,ADU,New Construction,99.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00828,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,"NORTHWEST COMMUNITY BUILDERS, LLC",,66214.7,,237820.74,4969 ENGLAND BLVD,SFR-DET,66214.7,171606.03999999998,Single Dwelling Detached,New Construction,2.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-00897,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,EDGELL BUILDING AND DEVELOPMENT INC,,110344.14,,391518.0,2531 DRAKE LN,SFR-DET,110344.14,281173.86,Single Dwelling Detached,New Construction,2.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01173,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Small master bedroom addition off the northeast corner of the home. A new master bathroom and larger master closet will be added into the existing master bedroom. A portion of the existing garage will also be converted into a conditioned mudroom / laundry space./VB/R-3,ROYAL POINT CONSTRUCTION,225000.0,0.0,,,240 FAIRVIEW AVE,,225000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-01301,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,HOYT HOMES INC,,81601.95,,293614.29,2309-B MARY JANE BLVD,TED 2U,81601.95,212012.33999999997,TED Two Unit,New Construction,7.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-01304,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/DEMO EXISTING SFR/VB/R-3/U / COMPLETE DEMO,CONFLUENCE CONSTRUCTION LLC,,133154.6,,478508.34,2520 WYLIE AVE,SFR-DET,133154.6,345353.74,Single Dwelling Detached,New Construction,2.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-01306,,BNSFT - New Single Family Townhouse,,2021 CODES/NEW TOWNHOME/ATT GARAGE/VB/R-3/U,HOYT HOMES INC,,81601.95,,293614.29,2309-A MARY JANE BLVD,TED 2U,81601.95,212012.33999999997,TED Two Unit,New Construction,7.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-01322,,BNSFT - New Single Family Townhouse,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,OWNER,,179140.0,,642265.01,505 SIMONS DR,SFR-DET,179140.0,463125.01,Single Dwelling Detached,New Construction,2.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
06 - New Miscellaneous,2024-MSS-RES-01335,,BNRDA - New Detached Accessory Building,,2021 CODES/NEW DET SHOP/VB/U,EDGELL BUILDING AND DEVELOPMENT INC,,9394.55,,36630.48,2122 W GREENOUGH DR,,9394.55,27235.930000000004,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01359,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/INTERIOR REMODEL/A wall will be taken out on the main floor and replaced by a beam. The kitchen will be remodeled and expanded./VB/R-3,DEPUY BUILDING LLC,150000.0,0.0,,,541 ROLLINS ST,,150000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01380,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/DUPLEX/Storm Damage Repair/VB/R-2,NICK KAMP CONSTRUCTION,89000.0,0.0,,,1609 MADELINE AVE,,89000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
03 - New Single Family Residential,2024-MSS-RES-01390,,BNSFR - New Single Family Residence,,2021 CODES/NSFR/ATT GARAGE/VB/R-3/U,GLACIER ROOFING AND CONSTRUCTION,,195630.95,,700261.54,6814 SOPHIE DR,SFR-DET,195630.95,504630.59,Single Dwelling Detached,New Construction,2.0,1,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01423,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Adding a 90 sf front porch cover and 642 sf carport to (e) residence./VB/R-3/U,A COE INC DBA HUFF CONSTRUCTION,,8439.96,,23158.0,1729 W KENT AVE,,8439.96,14718.04,"Misc. (Garage, Shed, etc.)",New Construction,9.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01439,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 4:12 / SINGLE STORY/ Remove and replace shingles with 30 year architectural, synthetic underlayment, ice and water, new drip edge and boots",HABITAT FOR HUMANITY OF MISSOULA,7000.0,0.0,,,2026 RIVER RD,,7000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01448,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Renovating unfinished basement with egress window.VB/R-3,OWNER,8000.0,0.0,,,613 CONTINENTAL WAY,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01456,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/Residential interior remodel. New wiring throughout, New plumbing throughout, some new HVAC, supplement existing insulation, update missing or inadequate headers, some new windows same size as original, new interior doors, flooring, cabinets, drywall and trim/VB/R-3",CONSTRUCTIVE INNOVATION LLC,150000.0,0.0,,,309 STRAND AVE,,150000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01464,,BAARR -  Add/Alter/Remodel Residential,,"2021 CODES/SFR/At some point in the past the home had unpermitted renovations performed that resulted in roughly 12 ft of exterior wall being removed without proper support being added. I plan on adding a beam and support to the homes existing framing, per engineering plans that were drawn up for the repair. Repairing flooring and drywall to finish the room./VB/R-3",HAYES HOME MAINTENANCE,10000.0,0.0,,,540 FORD ST,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01475,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 6:12 / SINGLE STORY/ House/ Remove all roofing, underlayment amd edge metal./ Install new drip edge, 2 rows of ice and water at eaves amd synthetic underlayment throughout/ Install malarkey starter, shingles with 6 nails, and ridge vent and ridge cap",R AND R ROOFING SPECIALTIES,15996.0,0.0,,,2532 RIATA RD,,15996.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01476,,BRRRS - Reroof or Reside Residential,,"2021 CODES / DET GARAGE/ REROOF / INSTALL PER IRC AND LISTING / VB / U / SLOPE 4:12 / SINGLE STORY/ Garage/ Remove existing drip edge, underlayment, and shingles/ Install new drip edge, 2 rows of ice and water at eaves, synthetic throughout, malarkey starter, shingles, ridge vent, and ridge cap",R AND R ROOFING SPECIALTIES,15996.0,0.0,,,2532 RIATA RD,,15996.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01481,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 8:12 / SINGLE STORY/ Take off old shingles put new 50year legacy, synthetic layment and ice&water per code",NEW HORIZONS ROOFING LLC,8888.0,0.0,,,888 EVANS AVE,,8888.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01483,,BRRRS - Reroof or Reside Residential,,"2021 CODES / DUPLEX / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 6:12 / TWO STORY/ Remove existing shingles and underlayment. Install ice/water and synthetic underlayment per code. Install asphalt shingles per code. 
*Note, this is the 2nd half of a duplex and they are being completed at different times.",MIGHTY DOG ROOFING 157,10500.0,0.0,,,2236 HILLSIDE DR,,10500.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01484,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY/ Remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield.",RHINO ROOFING,20000.0,0.0,,,2417 39TH ST,,20000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01485,,BRRRS - Reroof or Reside Residential,,"2021 CODES / DET GARAGE/ REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / U / SLOPE 4:12 / SINGLE STORY/ Remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield.",RHINO ROOFING,7000.0,0.0,,,2417 39TH ST,,7000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01486,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 6:12 / SINGLE STORY/ Remove existing roof shingles down to the decking, install water ice shield per code, install synthetic underlayment, install new Asphalt shingles per manufacturer and code.",FREEDOM SOLUTIONS LLC,27000.0,0.0,,,5001 JORDAN CT,,27000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01489,,BRRRS - Reroof or Reside Residential,,2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / SINGLE STORY/ Remove existing shingles underlayments and edge metal/ Install new edge metal 2 rows of ice and water at eaves synthetic underlayment shingles ridge vent and ridge cap,R AND R ROOFING SPECIALTIES,22608.0,0.0,,,109 PEERY PARK DR,,22608.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01490,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 4:12 / TWO STORY/ Remove existing shingles/replace with synthetic underlayment, ice and water shield per code, D metal, replace with Certainted Landmark Weathered Wood architectural shingles, use starter, ridge, and hip shingles, where applicable.",HOME IMPROVEMENT AND LANDSCAPING,8000.0,0.0,,,1220 LINCOLN PKWY,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01491,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 6:12 / TWO STORY/ STORM DAMAGE/ Remove previous roofing materials. clean and flatten deck/ Install drip edge, 2 rows of ice and water, and synthetic underlayment on the rest of the roof/ Install starter/ Install shingles starting along eaves and working way up to peak/ Install ridge vent and ridge. Replace flashing and boots as needed",CLW CONSTRUCTION LLC,10000.0,0.0,,,2610 SHEFFIELD DR,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01492,,BRRRS - Reroof or Reside Residential,,2021 CODES / SFR / RESIDE / VB / R-3/ SINGLE STORY/ remove and instal new LP siding and new rain gutter,C'S EXTERIOR DESIGNS,27500.0,0.0,,,655 WOODWORTH AVE,,27500.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01494,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 12:12 / TWO  STORY/ Complete tear off of existing roofing material, dry in with two rows of ice and water barrier, remaining roof deck with 30# synthetic underlayment, shingle up with 30 year architectural shingles, install continuous ridge vent and ridge caps shingles and all necessary roof related metal flashings. Complete job site clean up, haul all the debris to landfill",PURELIGHT POWER *UNLIMITED*,15950.0,0.0,,,4803 CALVIN CT,,15950.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01497,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 4:12 / TWO STORY/ Remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield.",RHINO ROOFING,16000.0,0.0,,,5980 GHARRETT AVE,,16000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01499,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 6:12 / SINGLE STORY/ Remove & Replace 30# felt, replace w/ a 40-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield.",RHINO ROOFING,21000.0,0.0,,,2809 RUSTLER DR,,21000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01500,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 6:12 / SINGLE STORY/ HOUSE..Remove & Replace 30# felt, replace w/ a 30-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield.",RHINO ROOFING,10000.0,0.0,,,925 EDITH ST,,10000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01501,,BRRRS - Reroof or Reside Residential,,"2021 CODES / DET GARAGE / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / U / SLOPE 6:12 / SINGLE STORY/ GARAGE  Remove & Replace 30# felt, replace w/ a 30-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield.",RHINO ROOFING,6000.0,0.0,,,925 EDITH ST,,6000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01502,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 6:12 / SINGLE STORY/ Remove and Replace Roof, Synthetic Underlayer, asphalt shingles, damage is due to storm.",GLACIER PROPERTY SOLUTIONS,23000.0,0.0,,,8701 FESCUE CT,,23000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01504,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 6:12 / SINGLE STORY/ Tear off existing asphalt shingles, felt, drip edge, pipe flashings, ridge vent and cap.  Dispose of. Install ice and water shield on eaves and in valleys. Install synthetic felt, install drip edge, install malarkey limited lifetime architectural shingles. 12 Sq 6/12 and 14 Sq 8/12 pitch.",,8000.0,0.0,,,4204 CHELSEA DR,,8000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01505,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 3:12 / SINGLE STORY/ Remove existing roofing material, re-sheet if necessary. Replace with new GAF asphalt shingles and synthetic underlayment. Remove debris/ OBSERVE LOW SLOPE REQUIREMENT",REVE EXTERIORS LLC,6517.06,0.0,,,2230 GERALD AVE,,6517.06,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01506,,BAARR -  Add/Alter/Remodel Residential,,2021 CODES/SFR/Bathroom remodel/VB/R-3,KINGDOM BUILDERS INC,89500.0,0.0,,,3120 LESTER ST,,89500.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01511,,BRRRS - Reroof or Reside Residential,,2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 6:12 / SINGLE STORY/ Remove existing roofing material. Re-sheet if necessary. Replace with new synthetic underlayment and asphalt shingles. Remove debris,REVE EXTERIORS LLC,9640.54,0.0,,,2990 MARY JANE BLVD,,9640.54,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01516,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 3:12 / SINGLE STORY/ Remove & Replace 30# felt, replace w/ a 30-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield. OBSERVE LOW SLOPE REQUIREMENTS",RHINO ROOFING,7300.0,0.0,,,2605 SUNSET LN,,7300.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01520,,BRRRS - Reroof or Reside Residential,,"2021 CODES / SFR / REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 4:12 / SINGLE STORY/ Remove and Replace back slope of roof only, synthetic underlay, asphalt shingles, repair due to storm damage",GLACIER PROPERTY SOLUTIONS,6500.0,0.0,,,6015 HILLVIEW WAY,,6500.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01524,,BRRRS - Reroof or Reside Residential,,"SFR / Remove & Replace 30# felt, replace w/ a 50-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield./ INSTALL PER IRC AND LISTING / VB / R3 /  7.12",RHINO ROOFING,22000.0,0.0,,,2609 DIAMOND MEADOW CT,,22000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01525,,BRRRS - Reroof or Reside Residential,,"SFR / Remove existing roof to roof deck, install new HD ISO Insulation, install new Single Ply membrane, seal all pipes, penetrations, and edges./ INSTALL PER IRC AND LISTING / VB / R3 / 1 / SINLGE STORY / OBSERVE LOW SLOPE REQUIREMENTS",SCHROCK COMMERCIAL ROOFING INC,39000.0,0.0,,,306 AGNES AVE,,39000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01528,,BRRRS - Reroof or Reside Residential,,SFR / Remove shingles install new drip edge ice and water on eaves new stater course felt new shingles ridge vent and ridge cap. OC Duration flex shingles / INSTALL PER IRC AND LISTING /  4.12 / 8.12 / VB / R3,A & B ROOFING CO,26700.0,0.0,,,6950 ALISHA DR,,26700.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01529,,BRRRS - Reroof or Reside Residential,,"2021 CODES / TRIPLEX/ REROOF / ICE AND WATER SHIELD / INSTALL PER IRC AND LISTING / VB / R-3 / SLOPE 5:12 / TWO STORY/ Remove & Replace 30# felt, replace w/ a 30-year Malarkey Shingle, Malarkey #1030 Synthetic underlayment, Malarkey Artic ice & Water shield.",RHINO ROOFING,11000.0,0.0,,,1715 DICKENS ST,,11000.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
02 - Remodel Residential,2024-MSS-RES-01531,,BRRRS - Reroof or Reside Residential,,"SFR / Remove existing asphalt, shinstall ice and water shield. New D metal synthetic underlayment of flashing associated and 30 year asphult shingles. /  INSTALL PER IRC AND LISTING / 6.12   / VB / R3 / TWO STORIES",GOLD STANDARD CONSTRUCTION,17500.0,0.0,,,3600 JACK DR,,17500.0,0.0,Residential,Addition/Remodel,15.0,0,12 Data Dump,2024-12-01,December,12,2024,2025
